"sample_id","species_code","abundance","sample_type","Species","seed.mass","mean_abundance","X","X.1"
"20-IR","LUSU",0,"year4_below","Lupinus succulentus",0.0271,0.004858119,NA,NA
"20-IR","MASA",0,"year4_below",NA,NA,NA,NA,NA
"20-IR","MEIM",0,"year4_below","Melica imperfecta",0.00096,0,NA,NA
"20-IR","MURI",0,"year4_below","Muhlenbergia rigens",2e-04,0,NA,NA
"20-IR","PEHE",0,"year4_below",NA,NA,NA,NA,NA
"20-IR","PHCI",4,"year4_below","Phacelia cicutaria",0.00082,0.20964141,NA,NA
"20-IR","PLER",0,"year4_below","Plantago erecta",0.00154,0.001651048,NA,NA
"20-IR","POSE",0,"year4_below","Poa secunda",0.00057,0,NA,NA
"20-IR","RACA",0,"year4_below","Ranunculus californicus",0.00226,0.000355497,NA,NA
"20-IR","SACO",0,"year4_below",NA,NA,NA,NA,NA
"20-IR","SIBE",0,"year4_below","Sisyrinchium bellum",0.00138,0,NA,NA
"20-IR","SPAI",0,"year4_below","Sporobolus airoides",0.00024,0,NA,NA
"20-IR","STPU",0,"year4_below","Stipa pulchra",0.00485,0.000186707,NA,NA
"20-IR","TRWI",0,"year4_below","Trifolium willdenovii",0.00202,0.000214787,NA,NA
"20-R","ACAM",2,"year4_below","Acmispon americanus",0.00364,0.088533547,NA,NA
"20-R","ACMI",0,"year4_below","Achillea millefolium",0.00017,0.006356955,NA,NA
"20-R","ACST",1,"year4_below","Acmispon strigosus",0.00139,0.02916849,NA,NA
"20-R","AMME",5,"year4_below","Amsinckia menziesii",0.0014,0.129041085,NA,NA
"20-R","ARPU",0,"year4_below","Aristida purpurea",0.00121,0,NA,NA
"20-R","ASFA",0,"year4_below","Asclepias fascicularis",0.00391,0.001821949,NA,NA
"20-R","BRCA",2,"year4_below","Bromus carinatus",0.00689,0.140296082,NA,NA
"20-R","CAME",2,"year4_below","Calandrinia menziesii (ciliata)",0.00073,0.037063727,NA,NA
"20-R","CIOC",0,"year4_below","Cirsium occidentale",0.00593,0.009548198,NA,NA
"20-R","DEFA",0,"year4_below","Deinandra fasciculata",0.00067,0,NA,NA
"20-R","ELCO",0,"year4_below","Elymus (Leymus) condensatus",0.00223,0,NA,NA
"20-R","ELGL",0,"year4_below","Elymus glaucus",0.00369,0.002531458,NA,NA
"20-R","ESCA",0,"year4_below","Eschscholzia californica",0.00108,0.007541432,NA,NA
"20-R","FEMI",121,"year4_below","Festuca microstachys",0.00151,0.253290672,NA,NA
"20-R","GRCA",34,"year4_below","Grindelia camporum",0.00198,0.074548922,NA,NA
"20-R","HOBR",0,"year4_below","Hordeum brachyantherum",0.00288,0.002554931,NA,NA
"20-R","HOIN",0,"year4_below","Hordeum intercedens",0.00471,0,NA,NA
"20-R","KOMA",0,"year4_below","Koeleria macrantha",0.00022,0,NA,NA
"20-R","LAPL",0,"year4_below","Layia platyglossa",0.00058,0,NA,NA
"20-R","LUAL",0,"year4_below",NA,NA,NA,NA,NA
"20-R","LUBI",0,"year4_below","Lupinus bicolor",0.00391,0.000794985,NA,NA
"20-R","LUMI",0,"year4_below","Lupinus microcarpus",0.02635,0,NA,NA
"20-R","LUSU",0,"year4_below","Lupinus succulentus",0.0271,0.004858119,NA,NA
"20-R","MASA",0,"year4_below",NA,NA,NA,NA,NA
"20-R","MEIM",0,"year4_below","Melica imperfecta",0.00096,0,NA,NA
"20-R","MURI",0,"year4_below","Muhlenbergia rigens",2e-04,0,NA,NA
"20-R","PEHE",0,"year4_below",NA,NA,NA,NA,NA
"20-R","PHCI",4,"year4_below","Phacelia cicutaria",0.00082,0.20964141,NA,NA
"20-R","PLER",0,"year4_below","Plantago erecta",0.00154,0.001651048,NA,NA
"20-R","POSE",0,"year4_below","Poa secunda",0.00057,0,NA,NA
"20-R","RACA",0,"year4_below","Ranunculus californicus",0.00226,0.000355497,NA,NA
"20-R","SACO",0,"year4_below",NA,NA,NA,NA,NA
"20-R","SIBE",0,"year4_below","Sisyrinchium bellum",0.00138,0,NA,NA
"20-R","SPAI",0,"year4_below","Sporobolus airoides",0.00024,0,NA,NA
"20-R","STPU",0,"year4_below","Stipa pulchra",0.00485,0.000186707,NA,NA
"20-R","TRWI",0,"year4_below","Trifolium willdenovii",0.00202,0.000214787,NA,NA
"21-DT","ACAM",8,"year4_below","Acmispon americanus",0.00364,0.088533547,NA,NA
"21-DT","ACMI",1,"year4_below","Achillea millefolium",0.00017,0.006356955,NA,NA
"21-DT","ACST",2,"year4_below","Acmispon strigosus",0.00139,0.02916849,NA,NA
"21-DT","AMME",2,"year4_below","Amsinckia menziesii",0.0014,0.129041085,NA,NA
"21-DT","ARPU",0,"year4_below","Aristida purpurea",0.00121,0,NA,NA
"21-DT","ASFA",0,"year4_below","Asclepias fascicularis",0.00391,0.001821949,NA,NA
"21-DT","BRCA",1,"year4_below","Bromus carinatus",0.00689,0.140296082,NA,NA
"21-DT","CAME",0,"year4_below","Calandrinia menziesii (ciliata)",0.00073,0.037063727,NA,NA
"21-DT","CIOC",0,"year4_below","Cirsium occidentale",0.00593,0.009548198,NA,NA
"21-DT","DEFA",0,"year4_below","Deinandra fasciculata",0.00067,0,NA,NA
"21-DT","ELCO",0,"year4_below","Elymus (Leymus) condensatus",0.00223,0,NA,NA
"21-DT","ELGL",0,"year4_below","Elymus glaucus",0.00369,0.002531458,NA,NA
"21-DT","ESCA",0,"year4_below","Eschscholzia californica",0.00108,0.007541432,NA,NA
"21-DT","FEMI",23,"year4_below","Festuca microstachys",0.00151,0.253290672,NA,NA
"21-DT","GRCA",0,"year4_below","Grindelia camporum",0.00198,0.074548922,NA,NA
"21-DT","HOBR",0,"year4_below","Hordeum brachyantherum",0.00288,0.002554931,NA,NA
"21-DT","HOIN",0,"year4_below","Hordeum intercedens",0.00471,0,NA,NA
"21-DT","KOMA",0,"year4_below","Koeleria macrantha",0.00022,0,NA,NA
"21-DT","LAPL",0,"year4_below","Layia platyglossa",0.00058,0,NA,NA
"21-DT","LUAL",0,"year4_below",NA,NA,NA,NA,NA
"21-DT","LUBI",0,"year4_below","Lupinus bicolor",0.00391,0.000794985,NA,NA
"21-DT","LUMI",0,"year4_below","Lupinus microcarpus",0.02635,0,NA,NA
"21-DT","LUSU",0,"year4_below","Lupinus succulentus",0.0271,0.004858119,NA,NA
"21-DT","MASA",0,"year4_below",NA,NA,NA,NA,NA
"21-DT","MEIM",0,"year4_below","Melica imperfecta",0.00096,0,NA,NA
"21-DT","MURI",0,"year4_below","Muhlenbergia rigens",2e-04,0,NA,NA
"21-DT","PEHE",0,"year4_below",NA,NA,NA,NA,NA
"21-DT","PHCI",0,"year4_below","Phacelia cicutaria",0.00082,0.20964141,NA,NA
"21-DT","PLER",0,"year4_below","Plantago erecta",0.00154,0.001651048,NA,NA
"21-DT","POSE",0,"year4_below","Poa secunda",0.00057,0,NA,NA
"21-DT","RACA",0,"year4_below","Ranunculus californicus",0.00226,0.000355497,NA,NA
"21-DT","SACO",0,"year4_below",NA,NA,NA,NA,NA
"21-DT","SIBE",0,"year4_below","Sisyrinchium bellum",0.00138,0,NA,NA
"21-DT","SPAI",0,"year4_below","Sporobolus airoides",0.00024,0,NA,NA
"21-DT","STPU",0,"year4_below","Stipa pulchra",0.00485,0.000186707,NA,NA
"21-DT","TRWI",0,"year4_below","Trifolium willdenovii",0.00202,0.000214787,NA,NA
"21-FD","ACAM",4,"year4_below","Acmispon americanus",0.00364,0.088533547,NA,NA
"21-FD","ACMI",0,"year4_below","Achillea millefolium",0.00017,0.006356955,NA,NA
"21-FD","ACST",0,"year4_below","Acmispon strigosus",0.00139,0.02916849,NA,NA
"21-FD","AMME",13,"year4_below","Amsinckia menziesii",0.0014,0.129041085,NA,NA
"21-FD","ARPU",0,"year4_below","Aristida purpurea",0.00121,0,NA,NA
"21-FD","ASFA",0,"year4_below","Asclepias fascicularis",0.00391,0.001821949,NA,NA
"21-FD","BRCA",1,"year4_below","Bromus carinatus",0.00689,0.140296082,NA,NA
"21-FD","CAME",0,"year4_below","Calandrinia menziesii (ciliata)",0.00073,0.037063727,NA,NA
"21-FD","CIOC",0,"year4_below","Cirsium occidentale",0.00593,0.009548198,NA,NA
"21-FD","DEFA",0,"year4_below","Deinandra fasciculata",0.00067,0,NA,NA
"21-FD","ELCO",0,"year4_below","Elymus (Leymus) condensatus",0.00223,0,NA,NA
"21-FD","ELGL",0,"year4_below","Elymus glaucus",0.00369,0.002531458,NA,NA
"21-FD","ESCA",0,"year4_below","Eschscholzia californica",0.00108,0.007541432,NA,NA
"21-FD","FEMI",24,"year4_below","Festuca microstachys",0.00151,0.253290672,NA,NA
"21-FD","GRCA",4,"year4_below","Grindelia camporum",0.00198,0.074548922,NA,NA
"21-FD","HOBR",0,"year4_below","Hordeum brachyantherum",0.00288,0.002554931,NA,NA
"21-FD","HOIN",0,"year4_below","Hordeum intercedens",0.00471,0,NA,NA
"21-FD","KOMA",0,"year4_below","Koeleria macrantha",0.00022,0,NA,NA
"21-FD","LAPL",0,"year4_below","Layia platyglossa",0.00058,0,NA,NA
"21-FD","LUAL",0,"year4_below",NA,NA,NA,NA,NA
"21-FD","LUBI",0,"year4_below","Lupinus bicolor",0.00391,0.000794985,NA,NA
"21-FD","LUMI",0,"year4_below","Lupinus microcarpus",0.02635,0,NA,NA
"21-FD","LUSU",0,"year4_below","Lupinus succulentus",0.0271,0.004858119,NA,NA
"21-FD","MASA",0,"year4_below",NA,NA,NA,NA,NA
"21-FD","MEIM",0,"year4_below","Melica imperfecta",0.00096,0,NA,NA
"21-FD","MURI",0,"year4_below","Muhlenbergia rigens",2e-04,0,NA,NA
"21-FD","PEHE",0,"year4_below",NA,NA,NA,NA,NA
"21-FD","PHCI",4,"year4_below","Phacelia cicutaria",0.00082,0.20964141,NA,NA
"21-FD","PLER",2,"year4_below","Plantago erecta",0.00154,0.001651048,NA,NA
"21-FD","POSE",0,"year4_below","Poa secunda",0.00057,0,NA,NA
"21-FD","RACA",0,"year4_below","Ranunculus californicus",0.00226,0.000355497,NA,NA
"21-FD","SACO",0,"year4_below",NA,NA,NA,NA,NA
"21-FD","SIBE",0,"year4_below","Sisyrinchium bellum",0.00138,0,NA,NA
"21-FD","SPAI",0,"year4_below","Sporobolus airoides",0.00024,0,NA,NA
"21-FD","STPU",0,"year4_below","Stipa pulchra",0.00485,0.000186707,NA,NA
"21-FD","TRWI",0,"year4_below","Trifolium willdenovii",0.00202,0.000214787,NA,NA
"21-IR","ACAM",3,"year4_below","Acmispon americanus",0.00364,0.088533547,NA,NA
"21-IR","ACMI",0,"year4_below","Achillea millefolium",0.00017,0.006356955,NA,NA
"21-IR","ACST",2,"year4_below","Acmispon strigosus",0.00139,0.02916849,NA,NA
"21-IR","AMME",19,"year4_below","Amsinckia menziesii",0.0014,0.129041085,NA,NA
"21-IR","ARPU",0,"year4_below","Aristida purpurea",0.00121,0,NA,NA
"21-IR","ASFA",0,"year4_below","Asclepias fascicularis",0.00391,0.001821949,NA,NA
"21-IR","BRCA",4,"year4_below","Bromus carinatus",0.00689,0.140296082,NA,NA
"21-IR","CAME",0,"year4_below","Calandrinia menziesii (ciliata)",0.00073,0.037063727,NA,NA
"21-IR","CIOC",0,"year4_below","Cirsium occidentale",0.00593,0.009548198,NA,NA
"21-IR","DEFA",0,"year4_below","Deinandra fasciculata",0.00067,0,NA,NA
"21-IR","ELCO",0,"year4_below","Elymus (Leymus) condensatus",0.00223,0,NA,NA
"21-IR","ELGL",0,"year4_below","Elymus glaucus",0.00369,0.002531458,NA,NA
"21-IR","ESCA",0,"year4_below","Eschscholzia californica",0.00108,0.007541432,NA,NA
"21-IR","FEMI",65,"year4_below","Festuca microstachys",0.00151,0.253290672,NA,NA
"21-IR","GRCA",3,"year4_below","Grindelia camporum",0.00198,0.074548922,NA,NA
"21-IR","HOBR",0,"year4_below","Hordeum brachyantherum",0.00288,0.002554931,NA,NA
"21-IR","HOIN",0,"year4_below","Hordeum intercedens",0.00471,0,NA,NA
"21-IR","KOMA",0,"year4_below","Koeleria macrantha",0.00022,0,NA,NA
"21-IR","LAPL",0,"year4_below","Layia platyglossa",0.00058,0,NA,NA
"21-IR","LUAL",0,"year4_below",NA,NA,NA,NA,NA
"21-IR","LUBI",0,"year4_below","Lupinus bicolor",0.00391,0.000794985,NA,NA
"21-IR","LUMI",0,"year4_below","Lupinus microcarpus",0.02635,0,NA,NA
"21-IR","LUSU",0,"year4_below","Lupinus succulentus",0.0271,0.004858119,NA,NA
"21-IR","MASA",0,"year4_below",NA,NA,NA,NA,NA
"21-IR","MEIM",0,"year4_below","Melica imperfecta",0.00096,0,NA,NA
"21-IR","MURI",0,"year4_below","Muhlenbergia rigens",2e-04,0,NA,NA
"21-IR","PEHE",0,"year4_below",NA,NA,NA,NA,NA
"21-IR","PHCI",6,"year4_below","Phacelia cicutaria",0.00082,0.20964141,NA,NA
"21-IR","PLER",0,"year4_below","Plantago erecta",0.00154,0.001651048,NA,NA
"21-IR","POSE",0,"year4_below","Poa secunda",0.00057,0,NA,NA
"21-IR","RACA",0,"year4_below","Ranunculus californicus",0.00226,0.000355497,NA,NA
"21-IR","SACO",0,"year4_below",NA,NA,NA,NA,NA
"21-IR","SIBE",0,"year4_below","Sisyrinchium bellum",0.00138,0,NA,NA
"21-IR","SPAI",0,"year4_below","Sporobolus airoides",0.00024,0,NA,NA
"21-IR","STPU",0,"year4_below","Stipa pulchra",0.00485,0.000186707,NA,NA
"21-IR","TRWI",0,"year4_below","Trifolium willdenovii",0.00202,0.000214787,NA,NA
"21-R","ACAM",6,"year4_below","Acmispon americanus",0.00364,0.088533547,NA,NA
"21-R","ACMI",0,"year4_below","Achillea millefolium",0.00017,0.006356955,NA,NA
"21-R","ACST",5,"year4_below","Acmispon strigosus",0.00139,0.02916849,NA,NA
"21-R","AMME",0,"year4_below","Amsinckia menziesii",0.0014,0.129041085,NA,NA
"21-R","ARPU",0,"year4_below","Aristida purpurea",0.00121,0,NA,NA
"21-R","ASFA",0,"year4_below","Asclepias fascicularis",0.00391,0.001821949,NA,NA
"21-R","BRCA",13,"year4_below","Bromus carinatus",0.00689,0.140296082,NA,NA
"21-R","CAME",0,"year4_below","Calandrinia menziesii (ciliata)",0.00073,0.037063727,NA,NA
"21-R","CIOC",0,"year4_below","Cirsium occidentale",0.00593,0.009548198,NA,NA
"21-R","DEFA",0,"year4_below","Deinandra fasciculata",0.00067,0,NA,NA
"21-R","ELCO",0,"year4_below","Elymus (Leymus) condensatus",0.00223,0,NA,NA
"21-R","ELGL",0,"year4_below","Elymus glaucus",0.00369,0.002531458,NA,NA
"21-R","ESCA",0,"year4_below","Eschscholzia californica",0.00108,0.007541432,NA,NA
"21-R","FEMI",11,"year4_below","Festuca microstachys",0.00151,0.253290672,NA,NA
"21-R","GRCA",0,"year4_below","Grindelia camporum",0.00198,0.074548922,NA,NA
"21-R","HOBR",0,"year4_below","Hordeum brachyantherum",0.00288,0.002554931,NA,NA
"21-R","HOIN",0,"year4_below","Hordeum intercedens",0.00471,0,NA,NA
"21-R","KOMA",0,"year4_below","Koeleria macrantha",0.00022,0,NA,NA
"21-R","LAPL",0,"year4_below","Layia platyglossa",0.00058,0,NA,NA
"21-R","LUAL",0,"year4_below",NA,NA,NA,NA,NA
"21-R","LUBI",0,"year4_below","Lupinus bicolor",0.00391,0.000794985,NA,NA
"21-R","LUMI",0,"year4_below","Lupinus microcarpus",0.02635,0,NA,NA
"21-R","LUSU",0,"year4_below","Lupinus succulentus",0.0271,0.004858119,NA,NA
"21-R","MASA",0,"year4_below",NA,NA,NA,NA,NA
"21-R","MEIM",0,"year4_below","Melica imperfecta",0.00096,0,NA,NA
"21-R","MURI",0,"year4_below","Muhlenbergia rigens",2e-04,0,NA,NA
"21-R","PEHE",0,"year4_below",NA,NA,NA,NA,NA
"21-R","PHCI",16,"year4_below","Phacelia cicutaria",0.00082,0.20964141,NA,NA
"21-R","PLER",0,"year4_below","Plantago erecta",0.00154,0.001651048,NA,NA
"21-R","POSE",0,"year4_below","Poa secunda",0.00057,0,NA,NA
"21-R","RACA",0,"year4_below","Ranunculus californicus",0.00226,0.000355497,NA,NA
"21-R","SACO",0,"year4_below",NA,NA,NA,NA,NA
"21-R","SIBE",0,"year4_below","Sisyrinchium bellum",0.00138,0,NA,NA
"21-R","SPAI",0,"year4_below","Sporobolus airoides",0.00024,0,NA,NA
"21-R","STPU",1,"year4_below","Stipa pulchra",0.00485,0.000186707,NA,NA
"21-R","TRWI",0,"year4_below","Trifolium willdenovii",0.00202,0.000214787,NA,NA
"29-DT","ACAM",0,"year4_below","Acmispon americanus",0.00364,0.088533547,NA,NA
"29-DT","ACMI",0,"year4_below","Achillea millefolium",0.00017,0.006356955,NA,NA
"29-DT","ACST",0,"year4_below","Acmispon strigosus",0.00139,0.02916849,NA,NA
"29-DT","AMME",0,"year4_below","Amsinckia menziesii",0.0014,0.129041085,NA,NA
"29-DT","ARPU",0,"year4_below","Aristida purpurea",0.00121,0,NA,NA
"29-DT","ASFA",0,"year4_below","Asclepias fascicularis",0.00391,0.001821949,NA,NA
"29-DT","BRCA",2,"year4_below","Bromus carinatus",0.00689,0.140296082,NA,NA
"29-DT","CAME",0,"year4_below","Calandrinia menziesii (ciliata)",0.00073,0.037063727,NA,NA
"29-DT","CIOC",0,"year4_below","Cirsium occidentale",0.00593,0.009548198,NA,NA
"29-DT","DEFA",0,"year4_below","Deinandra fasciculata",0.00067,0,NA,NA
"29-DT","ELCO",0,"year4_below","Elymus (Leymus) condensatus",0.00223,0,NA,NA
"29-DT","ELGL",0,"year4_below","Elymus glaucus",0.00369,0.002531458,NA,NA
"29-DT","ESCA",1,"year4_below","Eschscholzia californica",0.00108,0.007541432,NA,NA
"29-DT","FEMI",0,"year4_below","Festuca microstachys",0.00151,0.253290672,NA,NA
"29-DT","GRCA",5,"year4_below","Grindelia camporum",0.00198,0.074548922,NA,NA
"29-DT","HOBR",0,"year4_below","Hordeum brachyantherum",0.00288,0.002554931,NA,NA
"29-DT","HOIN",0,"year4_below","Hordeum intercedens",0.00471,0,NA,NA
"29-DT","KOMA",0,"year4_below","Koeleria macrantha",0.00022,0,NA,NA
"29-DT","LAPL",0,"year4_below","Layia platyglossa",0.00058,0,NA,NA
"29-DT","LUAL",0,"year4_below",NA,NA,NA,NA,NA
"29-DT","LUBI",0,"year4_below","Lupinus bicolor",0.00391,0.000794985,NA,NA
"29-DT","LUMI",0,"year4_below","Lupinus microcarpus",0.02635,0,NA,NA
"29-DT","LUSU",0,"year4_below","Lupinus succulentus",0.0271,0.004858119,NA,NA
"29-DT","MASA",0,"year4_below",NA,NA,NA,NA,NA
"29-DT","MEIM",0,"year4_below","Melica imperfecta",0.00096,0,NA,NA
"29-DT","MURI",0,"year4_below","Muhlenbergia rigens",2e-04,0,NA,NA
"29-DT","PEHE",0,"year4_below",NA,NA,NA,NA,NA
"29-DT","PHCI",1,"year4_below","Phacelia cicutaria",0.00082,0.20964141,NA,NA
"29-DT","PLER",0,"year4_below","Plantago erecta",0.00154,0.001651048,NA,NA
"29-DT","POSE",0,"year4_below","Poa secunda",0.00057,0,NA,NA
"29-DT","RACA",0,"year4_below","Ranunculus californicus",0.00226,0.000355497,NA,NA
"29-DT","SACO",0,"year4_below",NA,NA,NA,NA,NA
"29-DT","SIBE",0,"year4_below","Sisyrinchium bellum",0.00138,0,NA,NA
"29-DT","SPAI",0,"year4_below","Sporobolus airoides",0.00024,0,NA,NA
"29-DT","STPU",0,"year4_below","Stipa pulchra",0.00485,0.000186707,NA,NA
"29-DT","TRWI",0,"year4_below","Trifolium willdenovii",0.00202,0.000214787,NA,NA
"30-DT","ACAM",0,"year4_below","Acmispon americanus",0.00364,0.088533547,NA,NA
"30-DT","ACMI",0,"year4_below","Achillea millefolium",0.00017,0.006356955,NA,NA
"30-DT","ACST",0,"year4_below","Acmispon strigosus",0.00139,0.02916849,NA,NA
"30-DT","AMME",3,"year4_below","Amsinckia menziesii",0.0014,0.129041085,NA,NA
"30-DT","ARPU",0,"year4_below","Aristida purpurea",0.00121,0,NA,NA
"30-DT","ASFA",0,"year4_below","Asclepias fascicularis",0.00391,0.001821949,NA,NA
"30-DT","BRCA",3,"year4_below","Bromus carinatus",0.00689,0.140296082,NA,NA
"30-DT","CAME",0,"year4_below","Calandrinia menziesii (ciliata)",0.00073,0.037063727,NA,NA
"30-DT","CIOC",1,"year4_below","Cirsium occidentale",0.00593,0.009548198,NA,NA
"30-DT","DEFA",0,"year4_below","Deinandra fasciculata",0.00067,0,NA,NA
"30-DT","ELCO",0,"year4_below","Elymus (Leymus) condensatus",0.00223,0,NA,NA
"30-DT","ELGL",0,"year4_below","Elymus glaucus",0.00369,0.002531458,NA,NA
"30-DT","ESCA",1,"year4_below","Eschscholzia californica",0.00108,0.007541432,NA,NA
"30-DT","FEMI",5,"year4_below","Festuca microstachys",0.00151,0.253290672,NA,NA
"30-DT","GRCA",5,"year4_below","Grindelia camporum",0.00198,0.074548922,NA,NA
"30-DT","HOBR",0,"year4_below","Hordeum brachyantherum",0.00288,0.002554931,NA,NA
"30-DT","HOIN",0,"year4_below","Hordeum intercedens",0.00471,0,NA,NA
"30-DT","KOMA",0,"year4_below","Koeleria macrantha",0.00022,0,NA,NA
"30-DT","LAPL",0,"year4_below","Layia platyglossa",0.00058,0,NA,NA
"30-DT","LUAL",0,"year4_below",NA,NA,NA,NA,NA
"30-DT","LUBI",0,"year4_below","Lupinus bicolor",0.00391,0.000794985,NA,NA
"30-DT","LUMI",0,"year4_below","Lupinus microcarpus",0.02635,0,NA,NA
"30-DT","LUSU",1,"year4_below","Lupinus succulentus",0.0271,0.004858119,NA,NA
"30-DT","MASA",0,"year4_below",NA,NA,NA,NA,NA
"30-DT","MEIM",0,"year4_below","Melica imperfecta",0.00096,0,NA,NA
"30-DT","MURI",0,"year4_below","Muhlenbergia rigens",2e-04,0,NA,NA
"30-DT","PEHE",0,"year4_below",NA,NA,NA,NA,NA
"30-DT","PHCI",7,"year4_below","Phacelia cicutaria",0.00082,0.20964141,NA,NA
"30-DT","PLER",0,"year4_below","Plantago erecta",0.00154,0.001651048,NA,NA
"30-DT","POSE",0,"year4_below","Poa secunda",0.00057,0,NA,NA
"30-DT","RACA",0,"year4_below","Ranunculus californicus",0.00226,0.000355497,NA,NA
"30-DT","SACO",0,"year4_below",NA,NA,NA,NA,NA
"30-DT","SIBE",0,"year4_below","Sisyrinchium bellum",0.00138,0,NA,NA
"30-DT","SPAI",0,"year4_below","Sporobolus airoides",0.00024,0,NA,NA
"30-DT","STPU",0,"year4_below","Stipa pulchra",0.00485,0.000186707,NA,NA
"30-DT","TRWI",0,"year4_below","Trifolium willdenovii",0.00202,0.000214787,NA,NA
"30-FD","ACAM",0,"year4_below","Acmispon americanus",0.00364,0.088533547,NA,NA
"30-FD","ACMI",0,"year4_below","Achillea millefolium",0.00017,0.006356955,NA,NA
"30-FD","ACST",0,"year4_below","Acmispon strigosus",0.00139,0.02916849,NA,NA
"30-FD","AMME",13,"year4_below","Amsinckia menziesii",0.0014,0.129041085,NA,NA
"30-FD","ARPU",0,"year4_below","Aristida purpurea",0.00121,0,NA,NA
"30-FD","ASFA",0,"year4_below","Asclepias fascicularis",0.00391,0.001821949,NA,NA
"30-FD","BRCA",86,"year4_below","Bromus carinatus",0.00689,0.140296082,NA,NA
"30-FD","CAME",13,"year4_below","Calandrinia menziesii (ciliata)",0.00073,0.037063727,NA,NA
"30-FD","CIOC",0,"year4_below","Cirsium occidentale",0.00593,0.009548198,NA,NA
"30-FD","DEFA",0,"year4_below","Deinandra fasciculata",0.00067,0,NA,NA
"30-FD","ELCO",0,"year4_below","Elymus (Leymus) condensatus",0.00223,0,NA,NA
"30-FD","ELGL",0,"year4_below","Elymus glaucus",0.00369,0.002531458,NA,NA
"30-FD","ESCA",0,"year4_below","Eschscholzia californica",0.00108,0.007541432,NA,NA
"30-FD","FEMI",0,"year4_below","Festuca microstachys",0.00151,0.253290672,NA,NA
"30-FD","GRCA",5,"year4_below","Grindelia camporum",0.00198,0.074548922,NA,NA
"30-FD","HOBR",0,"year4_below","Hordeum brachyantherum",0.00288,0.002554931,NA,NA
"30-FD","HOIN",0,"year4_below","Hordeum intercedens",0.00471,0,NA,NA
"30-FD","KOMA",0,"year4_below","Koeleria macrantha",0.00022,0,NA,NA
"30-FD","LAPL",0,"year4_below","Layia platyglossa",0.00058,0,NA,NA
"30-FD","LUAL",0,"year4_below",NA,NA,NA,NA,NA
"30-FD","LUBI",0,"year4_below","Lupinus bicolor",0.00391,0.000794985,NA,NA
"30-FD","LUMI",0,"year4_below","Lupinus microcarpus",0.02635,0,NA,NA
"30-FD","LUSU",0,"year4_below","Lupinus succulentus",0.0271,0.004858119,NA,NA
"30-FD","MASA",0,"year4_below",NA,NA,NA,NA,NA
"30-FD","MEIM",0,"year4_below","Melica imperfecta",0.00096,0,NA,NA
"30-FD","MURI",0,"year4_below","Muhlenbergia rigens",2e-04,0,NA,NA
"30-FD","PEHE",0,"year4_below",NA,NA,NA,NA,NA
"30-FD","PHCI",3,"year4_below","Phacelia cicutaria",0.00082,0.20964141,NA,NA
"30-FD","PLER",0,"year4_below","Plantago erecta",0.00154,0.001651048,NA,NA
"30-FD","POSE",0,"year4_below","Poa secunda",0.00057,0,NA,NA
"30-FD","RACA",0,"year4_below","Ranunculus californicus",0.00226,0.000355497,NA,NA
"30-FD","SACO",0,"year4_below",NA,NA,NA,NA,NA
"30-FD","SIBE",0,"year4_below","Sisyrinchium bellum",0.00138,0,NA,NA
"30-FD","SPAI",0,"year4_below","Sporobolus airoides",0.00024,0,NA,NA
"30-FD","STPU",0,"year4_below","Stipa pulchra",0.00485,0.000186707,NA,NA
"30-FD","TRWI",0,"year4_below","Trifolium willdenovii",0.00202,0.000214787,NA,NA
"30-IR","ACAM",0,"year4_below","Acmispon americanus",0.00364,0.088533547,NA,NA
"30-IR","ACMI",1,"year4_below","Achillea millefolium",0.00017,0.006356955,NA,NA
"30-IR","ACST",0,"year4_below","Acmispon strigosus",0.00139,0.02916849,NA,NA
"30-IR","AMME",0,"year4_below","Amsinckia menziesii",0.0014,0.129041085,NA,NA
"30-IR","ARPU",0,"year4_below","Aristida purpurea",0.00121,0,NA,NA
"30-IR","ASFA",0,"year4_below","Asclepias fascicularis",0.00391,0.001821949,NA,NA
"30-IR","BRCA",27,"year4_below","Bromus carinatus",0.00689,0.140296082,NA,NA
"30-IR","CAME",0,"year4_below","Calandrinia menziesii (ciliata)",0.00073,0.037063727,NA,NA
"30-IR","CIOC",1,"year4_below","Cirsium occidentale",0.00593,0.009548198,NA,NA
"30-IR","DEFA",0,"year4_below","Deinandra fasciculata",0.00067,0,NA,NA
"30-IR","ELCO",0,"year4_below","Elymus (Leymus) condensatus",0.00223,0,NA,NA
"30-IR","ELGL",0,"year4_below","Elymus glaucus",0.00369,0.002531458,NA,NA
"30-IR","ESCA",0,"year4_below","Eschscholzia californica",0.00108,0.007541432,NA,NA
"30-IR","FEMI",0,"year4_below","Festuca microstachys",0.00151,0.253290672,NA,NA
"30-IR","GRCA",4,"year4_below","Grindelia camporum",0.00198,0.074548922,NA,NA
"30-IR","HOBR",0,"year4_below","Hordeum brachyantherum",0.00288,0.002554931,NA,NA
"30-IR","HOIN",0,"year4_below","Hordeum intercedens",0.00471,0,NA,NA
"30-IR","KOMA",0,"year4_below","Koeleria macrantha",0.00022,0,NA,NA
"30-IR","LAPL",0,"year4_below","Layia platyglossa",0.00058,0,NA,NA
"30-IR","LUAL",0,"year4_below",NA,NA,NA,NA,NA
"30-IR","LUBI",0,"year4_below","Lupinus bicolor",0.00391,0.000794985,NA,NA
